"department _number","department_title","employment_type","ethnicity","gender","job_num","job_status","job_title","mou","mou_title","pay_year","record_num","benefit_pay","retirement_contributions","other_pay","overtime_pay","regular_pay","total_pay"
4,"AIRPORTS","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","AIRPORT POLICE CAPTAIN",40,"AIRPORT POLICE COMMAND OFFICERS",2020,3.339393132E+09,18038.42,60330.81,13501.96,0,203408,216909.96
88,"RECREATION AND PARKS","PART_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2014,3.236373039E+09,0,0,10.4,0,147.9,158.3
70,"POLICE","FULL_TIME","CAUCASIAN","FEMALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2022,3.43936343433E+11,9531.53,24669.34,3480,0,52656,56136
6,"ANIMAL SERVICES","FULL_TIME","BLACK","MALE",*,"ACTIVE","ANIMAL CARE TECHNICIAN",4,"EQUIPMENT OPERATION AND LABOR",2019,3.93036323932E+11,19731.84,17549.23,449.92,1418.83,59168,61036.75
68,"CITY PLANNING","PART_TIME","ASIAN","FEMALE",*,"NOT_ACTIVE","STUDENT PROFESSIONAL WORKER",0,"NON-REPRESENTED",2014,3.83538353633E+11,0,0,136,0,8543.92,8679.92
38,"FIRE","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","SECRETARY",3,"CLERICAL",2018,3.439343539E+09,8082.5,8266.12,104.18,0,27869.6,27973.78
94,"TRANSPORTATION","FULL_TIME","BLACK","MALE",3214-02,"NOT_ACTIVE","TRAFFIC OFFICER II",18,"SAFETY / SECURITY",2013,3.438393734E+09,16183.92,17675.71,2976.21,2287.92,59594.43,64858.56
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2020,3.237323039E+09,18573.24,59334.39,1635.4,18612.18,126647.58,146895.16
82,"PUBLIC WORKS - SANITATION","FULL_TIME","BLACK","MALE",*,"ACTIVE","WASTEWATER TREATMENT ELECTRICIAN I",2,"BUILDING TRADES",2021,3.33136393034E+11,20445.84,31651.05,4164.96,13794.76,106712.92,124672.64
88,"RECREATION AND PARKS","PART_TIME","OTHER","FEMALE",*,"ACTIVE","RECREATION INSTRUCTOR",7,"RECREATION ASSISTANTS",2020,3.23634353933E+11,0,0,213.4,0,179.14,392.54
12,"CITY ATTORNEY","FULL_TIME","CAUCASIAN","FEMALE",*,"NOT_ACTIVE","DEPUTY CITY ATTORNEY IV",29,"DEPUTY CITY ATTORNEYS",2017,3.537383533E+09,2187.81,6537.49,0,0,22041.42,22041.42
70,"POLICE","FULL_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","SENIOR MANAGEMENT ANALYST II",20,"SUPERVISORY ADMINISTRATIVE",2022,3.139393632E+09,4166.52,22528.31,7595.52,0,75955.2,83550.72
12,"CITY ATTORNEY","FULL_TIME","OTHER","MALE",*,"NOT_ACTIVE","LEGAL CLERK I",3,"CLERICAL",2016,3.53739333733E+11,6032.88,9916.64,0,0,33434.4,33434.4
4,"AIRPORTS","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","ELEVATOR MECHANIC HELPER",2,"BUILDING TRADES",2016,3.23632323233E+11,17961.84,21962.52,1686.5,12446.72,74047.6,88180.82
70,"POLICE","FULL_TIME","HISPANIC","FEMALE",1117-03,"ACTIVE","EXECUTIVE ADMINISTRATIVE ASSISTANT III",37,"EXECUTIVE ADMINISTRATIVE ASSISTANTS",2019,3.238383033E+09,647.52,28011.38,3326.88,1903.16,94441.6,99671.64
98,"WATER AND POWER","FULL_TIME","BLACK","FEMALE",1230-05,"ACTIVE","COML SRVC REPTV",7,"CLERICAL UNIT",2017,3.036343934E+09,16406.38,4748,1907.55,2340.1,71946.25,76193.9
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","MALE",*,"ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2021,3.03530303833E+11,7928.4,0,405.35,747.92,22530.1,23683.37
40,"GENERAL SERVICES","FULL_TIME","BLACK","MALE",3113-01,"ACTIVE","VOCATIONAL WORKER I",4,"EQUIPMENT OPERATION AND LABOR",2022,3.23435333332E+11,4245.12,4604.25,1507.89,641.85,15523.42,17673.16
12,"CITY ATTORNEY","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","HEARING OFFICER CITY ATTORNEY",1,"ADMINISTRATIVE",2016,3.330373032E+09,6666.96,26394.55,3374.84,0,88990.4,92365.24
44,"LIBRARY","FULL_TIME","CAUCASIAN","FEMALE",*,"NOT_ACTIVE","LIBRARIAN II",6,"LIBRARIANS",2021,3.33431353733E+11,9027.24,21685.86,32.66,0,73114.84,73147.5
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","SPECIAL PROGRAM ASSISTANT II",4,"EQUIPMENT OPERATION AND LABOR",2018,3.439323137E+09,5835.98,0,104.75,0,12134.82,12239.57
70,"POLICE","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","DETENTION OFFICER",18,"SAFETY / SECURITY",2017,3.43131323833E+11,15173.9,14327.4,1861.5,1007.49,48305.46,51174.45
43,"HOUSING AND COMMUNITY INVESTMENT DEPARTMENT","FULL_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","HOUSING INSPECTOR",5,"INSPECTORS",2018,3.63234303832E+11,17823.36,30251.92,2838.98,0,101995.67,104834.65
38,"FIRE","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","SENIOR ADMINISTRATIVE CLERK",3,"CLERICAL",2020,3.434383833E+09,8066.66,22455.28,3624.18,0,75708.98,79333.16
40,"GENERAL SERVICES","PART_TIME","HISPANIC","MALE",*,"ACTIVE","AIR CONDITIONING MECHANIC - HIRING HALL",35,"CRAFT WORKERS/ HIRING HALL",2016,3.63431353533E+11,0,0,4923,10112.87,72283.32,87319.19
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",1909-05,"ACTIVE","PAINTER",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2015,3.43934303531E+11,18755.63,5633,20081.57,23595.56,85347.81,129024.94
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","FEMALE",1131-01,"NOT_ACTIVE","SWIMMING POOL CLERK I",3,"CLERICAL",2017,3.43435373733E+11,0,0,173,0,8420.11,8593.11
44,"LIBRARY","PART_TIME","CAUCASIAN","FEMALE",*,"NOT_ACTIVE","MESSENGER CLERK",3,"CLERICAL",2017,3.03832303533E+11,0,0,0,0,0,0
98,"WATER AND POWER","FULL_TIME","HISPANIC","FEMALE",1368-04,"ACTIVE","SENIOR ADMINISTRATIVE CLERK",7,"CLERICAL UNIT",2020,3.33237313832E+11,24845.07,0,2957.02,1353.72,71646.42,75957.16
70,"POLICE","FULL_TIME","BLACK","MALE",2227-01,"NOT_ACTIVE","POLICE SERGEANT I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2017,3.335343333E+09,13344.86,55426.55,2991.4,0,118306.4,121297.8
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","CVL ENGG ASSO",3,"PROFESSIONAL UNIT",2019,3.238313031E+09,18973.64,8984,16033.31,0,136115.37,152148.68
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2019,3.43735353233E+11,14678.45,49241.32,1525,1459.89,105104.2,108089.09
76,"PUBLIC WORKS - CONTRACT ADMINISTRATION","FULL_TIME","FILIPINO","MALE",*,"NOT_ACTIVE","CONSTRUCTION INSPECTOR",5,"INSPECTORS",2015,3.932393633E+09,7046.64,25856.53,10586.01,5463.2,87176.44,103225.65
40,"GENERAL SERVICES","FULL_TIME","TWO OR MORE RACES","MALE",3531-06,"ACTIVE","GARAGE ATTENDANT",14,"SERVICE AND CRAFT",2019,3.13637383034E+11,0,1245.99,0,775.56,4200.91,4976.47
38,"FIRE","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","APPARATUS OPERATOR",23,"FIREFIGHTERS AND FIRE CAPTAINS",2019,3.232363232E+09,16456.96,57655.11,4548.77,78704.92,123063.2,206316.89
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2020,3.23536313034E+11,8530.28,18294.74,4013,0,39049.6,43062.6
82,"PUBLIC WORKS - SANITATION","FULL_TIME","BLACK","MALE",*,"NOT_ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2014,3.935323431E+09,0,0,3867.39,0,0,3867.39
70,"POLICE","FULL_TIME","CAUCASIAN","FEMALE",2214-02,"NOT_ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2013,3.435333739E+09,186.25,7673.66,413.2,0,16379.2,16792.4
88,"RECREATION AND PARKS","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","PAINTER",2,"BUILDING TRADES",2020,3.039393136E+09,19973.06,26657.96,10868.89,0,89878.48,100747.37
88,"RECREATION AND PARKS","PART_TIME","FILIPINO","MALE",2418-01,"NOT_ACTIVE","ASSISTANT PARK SERVICES ATTENDANT I",3,"CLERICAL",2015,3.63431373533E+11,0,0,587.44,0,13650.41,14237.85
84,"PUBLIC WORKS - STREET LIGHTING","FULL_TIME","ASIAN","MALE",*,"ACTIVE","STREET LIGHTING ENGINEERING ASSOCIATE II",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2019,3.13038373533E+11,7987.92,29032.16,542.89,0,97883.2,98426.09
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",3181-05,"ACTIVE","SECTY OFCR",0,"SECURITY UNIT",2017,3.739303932E+09,22298.27,4088,8027.92,28235.36,61945.04,98208.32
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","FEMALE",1915-05,"ACTIVE","STEAM PLANT ASSISTANT",6,"STEAM PLANT AND WATER SUPPLY UNIT",2014,3.73135343233E+11,18124.69,5357,7676.2,17915.74,81162.49,106754.43
70,"POLICE","FULL_TIME","CAUCASIAN","FEMALE",2207-02,"ACTIVE","POLICE SERVICE REPRESENTATIVE II",3,"CLERICAL",2020,3.13035323031E+11,8298.05,29988.92,10286.99,18797.29,101108.97,130193.25
70,"POLICE","FULL_TIME","HISPANIC","MALE",2223-01,"ACTIVE","POLICE DETECTIVE I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2019,3.232353032E+09,18511,58314.69,3698.12,26728.94,124471.05,154898.11
70,"POLICE","FULL_TIME","HISPANIC","MALE",3704-05,"ACTIVE","AUTO BODY BUILDER AND REPAIRER",14,"SERVICE AND CRAFT",2019,3.03530303034E+11,19731.84,24691.64,200,1912.64,83248.96,85361.6
70,"POLICE","FULL_TIME","BLACK","MALE",2214-03,"ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2014,3.530313532E+09,14542.58,48136.31,3911.4,3596.9,102745.6,110253.9
86,"PUBLIC WORKS - STREET SERVICES","FULL_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","STREET SERVICES SUPERVISOR I",12,"SUPERVISORY BLUE COLLAR",2014,3.632323334E+09,13676.84,28698.81,9603.57,23543.21,96759.29,129906.07
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","MALE",2418-02,"NOT_ACTIVE","ASSISTANT PARK SERVICES ATTENDANT II",3,"CLERICAL",2017,3.53934383832E+11,7208.51,0,395.29,1026.56,19499.06,20920.91
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2214-03,"NOT_ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2014,3.835353833E+09,14942.88,48144,4525,4034.64,102762,111321.64
8,"BUILDING AND SAFETY","FULL_TIME","ASIAN","MALE",*,"NOT_ACTIVE","ASSISTANT INSPECTOR III",5,"INSPECTORS",2017,3.335373039E+09,13123.7,13159.55,2472.75,45.06,44368,46885.81
98,"WATER AND POWER","FULL_TIME",,,1910-06,"ACTIVE","ASSISTANT COMMUNICATIONS CABLE WORKER",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2013,*,17111.02,903,51613.44,0,13686.4,65299.84
98,"WATER AND POWER","FULL_TIME","BLACK","MALE",1903-05,"ACTIVE","COMMERCIAL SERVICE REPRESENTATIVE",7,"CLERICAL UNIT",2014,3.23337373633E+11,18124.69,812,110,0,12295.93,12405.93
88,"RECREATION AND PARKS","PART_TIME","OTHER","FEMALE",*,"ACTIVE","RECREATION AIDE",0,"NON-REPRESENTED",2017,3.33734313833E+11,0,0,0,0,2559.12,2559.12
40,"GENERAL SERVICES","FULL_TIME","HISPANIC","MALE",3595-01,"ACTIVE","AUTOMOTIVE DISPATCHER I",12,"SUPERVISORY BLUE COLLAR",2021,3.63737333733E+11,17400,17812.54,6564.41,306.72,60055.76,66926.89
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","SRVY SUPV",*,"SUPERVISORY PROFESSIONAL UNIT",2016,3.03234393133E+11,22763.98,8089,10254.36,25321.17,122565.6,158141.13
82,"PUBLIC WORKS - SANITATION","PART_TIME","BLACK","FEMALE",*,"NOT_ACTIVE","ADMINISTRATIVE CLERK",3,"CLERICAL",2013,3.23139353233E+11,0,0,1154.64,0,3467.31,4621.95
38,"FIRE","FULL_TIME","HISPANIC","MALE",2142-02,"ACTIVE","FIRE CAPTAIN II",23,"FIREFIGHTERS AND FIRE CAPTAINS",2021,3.834333137E+09,20243.76,75171.39,1866,245842.06,160451.2,408159.26
94,"TRANSPORTATION","FULL_TIME","HISPANIC","MALE",3214-02,"ACTIVE","TRAFFIC OFFICER II",18,"SAFETY / SECURITY",2013,3.235363534E+09,16183.92,18111.65,-2487.85,24961.34,66219.4,88692.89
98,"WATER AND POWER","FULL_TIME","FILIPINO","FEMALE",*,"ACTIVE","MANAGEMENT ANALYST",4,"ADMINISTRATIVE REPRESENTATION UNIT",2016,3.537393032E+09,16257.66,6539,4669.33,9144.6,99076,112889.93
4,"AIRPORTS","FULL_TIME","BLACK","FEMALE",*,"ACTIVE","SENIOR PERSONNEL ANALYST II",64,"SENIOR PERSONNEL ANALYST",2019,3.93138323932E+11,2310.04,6824.51,0,0,23009.14,23009.14
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","MALE",1230-04,"ACTIVE","COML SRVC REPTV",7,"CLERICAL UNIT",2020,3.73138343833E+11,11018.41,0,1213.25,2345.68,37159.2,40718.13
70,"POLICE","FULL_TIME","FILIPINO","MALE",2214-02,"NOT_ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2014,3.43136303133E+11,14199.22,42464.32,3803.1,11033.8,90638.9,105475.8
42,"HARBOR","FULL_TIME","UNKNOWN","MALE",*,"ACTIVE","BOAT CAPTAIN I - HARBOR",4,"EQUIPMENT OPERATION AND LABOR",2022,3.539343639E+09,10317.36,14487.37,7122.41,11422.56,48844.8,67389.77
70,"POLICE","FULL_TIME","CAUCASIAN","MALE",2214-02,"NOT_ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2016,3.03136333433E+11,15852.34,42501.87,1733,9316.36,90719.04,101768.4
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-03,"ACTIVE","POLICE OFFICER III",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2017,3.334393533E+09,15513.38,57554.92,1705,351.61,122849.34,124905.95
87,"ZOO","FULL_TIME","HISPANIC","MALE",1597-02,"ACTIVE","SENIOR SYSTEMS ANALYST II",20,"SUPERVISORY ADMINISTRATIVE",2022,3.633363134E+09,4245.12,21070.46,6771,0,71040,77811
22,"ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","PART_TIME","OTHER","FEMALE",1582-01,"NOT_ACTIVE","YOUTH EMPLOYMENT SPECIALIST I",0,"NON-REPRESENTED",2014,3.73732353633E+11,0,0,0,0,4071.76,4071.76
70,"POLICE","FULL_TIME","CAUCASIAN","FEMALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2014,3.337333831E+09,14904.48,43063.83,3760.2,584.38,91918.52,96263.1
70,"POLICE","FULL_TIME","HISPANIC","FEMALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2020,3.53638343633E+11,8400.04,51895.56,6841,22391.48,110769.6,140002.08
38,"FIRE","FULL_TIME","HISPANIC","MALE",2142-01,"ACTIVE","FIRE CAPTAIN I",23,"FIREFIGHTERS AND FIRE CAPTAINS",2018,3.937373532E+09,17942,64443.02,1686,94936.75,137551.8,234174.55
38,"FIRE","FULL_TIME","BLACK","MALE",2112-03,"ACTIVE","FIREFIGHTER III",23,"FIREFIGHTERS AND FIRE CAPTAINS",2015,3.732313131E+09,15960.22,34700.57,10982.03,37119.56,90181.62,138283.21
16,"CITY EMPLOYEES RETIREMENT SYSTEM","FULL_TIME","HISPANIC","FEMALE",1800-01,"ACTIVE","PUBLIC INFORMATION DIRECTOR I",36,"MANAGEMENT EMPLOYEES",2018,3.135343633E+09,19731.84,36170.47,440.12,0,121950.35,122390.47
98,"WATER AND POWER","PART_TIME","HISPANIC","MALE",*,"ACTIVE","STUDENT ENGR",*,"UNREPRESENTED UNIT - NON MANAGEMENT BENEFITS",2017,3.83832373833E+11,0,0,563.06,0,12271.03,12834.09
88,"RECREATION AND PARKS","PART_TIME","BLACK","FEMALE",*,"ACTIVE","SPECIAL PROGRAM ASSISTANT II",4,"EQUIPMENT OPERATION AND LABOR",2015,3.933373531E+09,6729.12,0,79.6,180.36,15657.6,15917.56
70,"POLICE","FULL_TIME","HISPANIC","MALE",2232-01,"NOT_ACTIVE","POLICE LIEUTENANT I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2019,3.331303535E+09,15102.76,63303.35,1825,12941.99,135119.2,149886.19
70,"POLICE","FULL_TIME","CAUCASIAN","FEMALE",2207-01,"NOT_ACTIVE","POLICE SERVICE REPRESENTATIVE I",3,"CLERICAL",2017,3.03931363733E+11,7134.68,17005.85,0,485.65,57335.99,57821.64
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","FEMALE",*,"ACTIVE","SPECIAL PROGRAM ASSISTANT II",4,"EQUIPMENT OPERATION AND LABOR",2016,3.038353237E+09,201.36,0,700,180.72,14638.32,15519.04
98,"WATER AND POWER","FULL_TIME","CAUCASIAN","FEMALE",1785-02,"ACTIVE","PUB RELS SPLST",4,"ADMINISTRATIVE REPRESENTATION UNIT",2018,3.73032363933E+11,10430.96,0,430,1592.89,51122.45,53145.34
6,"ANIMAL SERVICES","FULL_TIME","ASIAN","FEMALE",*,"NOT_ACTIVE","ANIMAL CARE TECHNICIAN",4,"EQUIPMENT OPERATION AND LABOR",2018,3.43633353733E+11,647.52,14801.75,1886.22,0,49904.75,51790.97
42,"HARBOR","PART_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","STUDENT WORKER",0,"NON-REPRESENTED",2013,3.23239303633E+11,0,0,0,0,641.55,641.55
78,"PUBLIC WORKS - ENGINEERING","FULL_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","CIVIL ENGINEERING ASSOCIATE II",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2019,3.937313139E+09,535.2,28939.29,1200,0,97570.08,98770.08
39,"OFFICE OF FINANCE","FULL_TIME","FILIPINO","FEMALE",1179-01,"NOT_ACTIVE","TAX COMPLIANCE OFFICER I",1,"ADMINISTRATIVE",2015,3.23236353533E+11,532.82,1383.39,50,0,4664.16,4714.16
70,"POLICE","FULL_TIME","HISPANIC","MALE",2227-01,"NOT_ACTIVE","POLICE SERGEANT I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2022,3.737313133E+09,0,0,20340.4,5131.51,0,25471.91
88,"RECREATION AND PARKS","PART_TIME","ASIAN","MALE",2418-01,"ACTIVE","ASSISTANT PARK SERVICES ATTENDANT I",3,"CLERICAL",2015,3.031303732E+09,0,0,1.52,0,5975.06,5976.58
88,"RECREATION AND PARKS","FULL_TIME","HISPANIC","FEMALE",*,"ACTIVE","RECREATION FACILITY DIRECTOR",11,"RECREATIONAL",2018,3.737393936E+09,19731.84,22625.12,103.17,0,76281.6,76384.77
98,"WATER AND POWER","FULL_TIME","HISPANIC","FEMALE",1903-09,"ACTIVE","CLERK TYPIST",7,"CLERICAL UNIT",2015,3.633343334E+09,18755.63,3361,6079.75,0,50931.2,57010.95
70,"POLICE","FULL_TIME","HISPANIC","MALE",2227-01,"ACTIVE","POLICE SERGEANT I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2018,3.738373132E+09,11643.08,60657.03,-13713.55,43551.49,129470.72,159308.66
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","FEMALE",*,"ACTIVE","SEASONAL POOL MANAGER I",18,"SAFETY / SECURITY",2022,3.93732313733E+11,4078.2,0,1123.96,0,8806.83,9930.79
78,"PUBLIC WORKS - ENGINEERING","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","CIVIL ENGINEERING ASSOCIATE III",8,"PROFESSIONAL ENGINEERING AND SCIENTIFIC",2019,3.939373337E+09,1616.5,2815.95,0,0,9494.1,9494.1
4,"AIRPORTS","FULL_TIME","BLACK","FEMALE",*,"ACTIVE","CUSTODIAN - AIRPORTS",15,"SERVICE EMPLOYEES",2017,3.53133353733E+11,1635.6,2127.14,175,1288.08,7171.76,8634.84
70,"POLICE","FULL_TIME","HISPANIC","MALE",2214-02,"ACTIVE","POLICE OFFICER II",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2021,3.13730313733E+11,19749.08,49013.35,1525,17042.28,104617.6,123184.88
94,"TRANSPORTATION","PART_TIME","HISPANIC","FEMALE",*,"NOT_ACTIVE","STUDENT PROFESSIONAL WORKER",0,"NON-REPRESENTED",2018,3.53535373833E+11,0,0,0,0,8446.27,8446.27
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",3115-05,"ACTIVE","MTNC CONSTR HLPR",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2017,3.332303939E+09,22429.35,5018,5925.33,30509.8,76023.41,112458.54
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","MALE",*,"ACTIVE","SPECIAL PROGRAM ASSISTANT II",4,"EQUIPMENT OPERATION AND LABOR",2017,3.23936333733E+11,6814.75,0,100,0,15525.69,15625.69
86,"PUBLIC WORKS - STREET SERVICES","FULL_TIME","BLACK","MALE",*,"NOT_ACTIVE","STREET SERVICES SUPERINTENDENT I",36,"MANAGEMENT EMPLOYEES",2015,3.730343632E+09,13257.12,35320.65,4137.41,2448.29,119085.12,125670.82
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",1832-03,"ACTIVE","WHSE & TLRM WKR",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2017,3.03639383733E+11,8039.33,0,2751.67,20325.08,58978.06,82054.81
82,"PUBLIC WORKS - SANITATION","FULL_TIME","CAUCASIAN","MALE",*,"NOT_ACTIVE","SANITATION WASTEWATER MANAGER II",36,"MANAGEMENT EMPLOYEES",2018,3.638363032E+09,16443.2,39025.98,124.92,0,131577.8,131702.72
94,"TRANSPORTATION","PART_TIME","BLACK","FEMALE",3180-07,"NOT_ACTIVE","CROSSING GUARD",34,"CROSSING GUARDS",2016,3.234323338E+09,7136.4,0,6533.97,0,34112.63,40646.6
86,"PUBLIC WORKS - STREET SERVICES","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","MAINTENANCE LABORER",4,"EQUIPMENT OPERATION AND LABOR",2018,3.73136313833E+11,4849.5,3221.79,40.58,2335.94,10862.41,13238.93
87,"ZOO","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","CUSTODIAN",15,"SERVICE EMPLOYEES",2022,3.036303338E+09,10521,6262.22,1790.73,0,21113.36,22904.09
87,"ZOO","FULL_TIME","CAUCASIAN","FEMALE",*,"ACTIVE","VETERINARY TECHNICIAN",21,"TECHNICAL",2013,3.33531393732E+11,11292,17582.51,3601,0,59280.22,62881.22
40,"GENERAL SERVICES","FULL_TIME","HISPANIC","FEMALE",1223-01,"NOT_ACTIVE","ACCOUNTING CLERK I",3,"CLERICAL",2015,3.330353132E+09,2103.18,1925.53,0,202.88,6492,6694.88
98,"WATER AND POWER","FULL_TIME","BLACK","MALE",1611-03,"ACTIVE","MTR RDR",8,"OPERATING MAINTENANCE AND SERVICE UNIT",2016,3.83133363732E+11,22763.98,3766,2090.97,2418.58,57067.68,61577.23
43,"HOUSING AND COMMUNITY INVESTMENT DEPARTMENT","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","HOUSING INSPECTOR",5,"INSPECTORS",2020,3.73036353034E+11,0,0,863.51,0,0,863.51
94,"TRANSPORTATION","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","MAINTENANCE ASSISTANT",4,"EQUIPMENT OPERATION AND LABOR",2019,3.53532363933E+11,2662.64,3829.7,351.57,6873.09,12912,20136.66
38,"FIRE","FULL_TIME","BLACK","MALE",2112-03,"ACTIVE","FIREFIGHTER III",23,"FIREFIGHTERS AND FIRE CAPTAINS",2020,3.238353132E+09,19611.02,21582.49,7045.39,32833.8,134770.56,174649.75
98,"WATER AND POWER","FULL_TIME",,,1902-07,"NOT_ACTIVE","CONSTRUCTION HELPER",*,"DAILY RATE",2013,*,17111.02,0,2486.72,0,4315.28,6802
70,"POLICE","FULL_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","POLICE OFFICER I",24,"POLICE OFFICERS, LIEUTENANT AND BELOW",2017,3.83333303933E+11,601.54,830.57,0,0,2800.32,2800.32
88,"RECREATION AND PARKS","PART_TIME","BLACK","MALE",*,"ACTIVE","RECREATION ASSISTANT",7,"RECREATION ASSISTANTS",2022,3.632393239E+09,390.34,0,910.32,0,0,910.32
78,"PUBLIC WORKS - ENGINEERING","FULL_TIME","ASIAN","MALE",*,"ACTIVE","FIELD ENGINEERING AIDE",21,"TECHNICAL",2018,3.33233323933E+11,0,1036.68,0,0,3495.2,3495.2
98,"WATER AND POWER","FULL_TIME","HISPANIC","MALE",3835-05,"ACTIVE","ELTL MCHC SUPV",*,"SUPERVISORY BLUE COLLAR UNIT",2018,3.83735323331E+11,22696.65,8489,16567.44,143798.23,128627.62,288993.29
40,"GENERAL SERVICES","PART_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","CARPENTER - HIRING HALL",35,"CRAFT WORKERS/ HIRING HALL",2014,3.036383933E+09,0,0,1557.75,0,16028.55,17586.3
87,"ZOO","FULL_TIME","CAUCASIAN","MALE",*,"ACTIVE","ANIMAL KEEPER",4,"EQUIPMENT OPERATION AND LABOR",2020,3.034333734E+09,19973.06,21678.38,5479.67,0,73089.6,78569.27
4,"AIRPORTS","FULL_TIME","ASIAN","FEMALE",1513-02,"NOT_ACTIVE","ACCOUNTANT II",1,"ADMINISTRATIVE",2017,3.93038353031E+11,8960.38,12009.69,0,1089.47,40491.2,41580.67
88,"RECREATION AND PARKS","PART_TIME","HISPANIC","MALE",*,"NOT_ACTIVE","POOL LIFEGUARD",18,"SAFETY / SECURITY",2015,3.73437383932E+11,0,0,1.76,0,4493.32,4495.08
4,"AIRPORTS","FULL_TIME","HISPANIC","MALE",*,"ACTIVE","ELEVATOR MECHANIC HELPER",2,"BUILDING TRADES",2022,3.73830323034E+11,8952.12,11046.07,2893.62,1164.37,37242.3,41300.29
